nsow,dh,upfront_cost,total_cost,bcr,reliability,satisficing
10000,0.0,0.0,262839.7315113698,,0.10009091608697718,0.0
10000,0.4827586206896552,20745.0,253092.55291304,1.4698567654051482,0.12553717101892395,0.0
10000,0.9655172413793104,20745.0,226341.1740781133,2.7593905728250894,0.15444986519170834,2.18
10000,1.4482758620689655,20745.0,202870.64678237343,3.890772944275554,0.186521645967112,6.74
10000,1.9310344827586208,20745.0,182274.45665051122,4.883599655862068,0.22129848303642766,10.85
10000,2.413793103448276,20745.0,164194.26360286996,5.7551442713183825,0.25821756516918365,15.49
10000,2.896551724137931,20745.0,148314.91439376582,6.520598559537431,0.29665340215665126,20.41
10000,3.3793103448275863,141893.79310344835,255508.57820509138,1.0516664834023683,0.33596457817609887,1.27
10000,3.8620689655172415,142668.62068965516,244010.10464117356,1.1319815582373651,0.3755348643859674,3.45
10000,4.344827586206897,143443.4482758621,233981.37321224232,1.2011828260265243,0.4148047668137304,6.419999999999999
10000,4.827586206896552,144218.275862069,225237.04453313875,1.2607345480554382,0.4532921104398914,10.36
10000,5.310344827586207,144993.7684729064,217615.9858531333,1.3119013053770445,0.4906022555832743,14.82
10000,5.793103448275862,145769.630541872,210976.77532208423,1.3557871142054385,0.526429745560953,19.7
10000,6.275862068965518,146545.49261083742,205196.03059917182,1.3933502142251153,0.5605536605482931,24.33
10000,6.758620689655173,147321.35467980293,200166.58147731712,1.4254179590614697,0.5928289153940209,28.83
10000,7.241379310344828,148097.21674876846,195795.09191080788,1.4527069520441844,0.6231754138971445,33.040000000000006
10000,7.724137931034483,148873.078817734,192000.28896652447,1.475837828487274,0.651566532145034,37.330000000000005
10000,8.206896551724139,149648.9408866996,188711.40550008835,1.495348149957203,0.6780179598200207,40.94
10000,8.689655172413794,151542.41379310348,186984.42502853976,1.5005549574153751,0.7025775405520129,43.64
10000,9.172413793103448,155163.10344827586,187375.2705851945,1.4863557073111242,0.7253164444111811,45.7
10000,9.655172413793103,158783.79310344835,188109.9430857872,1.4706386399076374,0.7463217816675906,47.21
10000,10.13793103448276,162404.48275862072,189147.65085925016,1.4537564444058302,0.7656906195816308,48.29
10000,10.620689655172415,166025.17241379313,190452.80117047395,1.4359997299715621,0.7835252776617202,49.24
10000,11.10344827586207,169645.86206896557,191994.31230688887,1.4176077054899248,0.7999297354457494,50.12
10000,11.586206896551724,173266.5517241379,193745.01664745458,1.3987769951924864,0.8150069729132841,50.839999999999996
10000,12.068965517241379,176887.24137931035,195681.14328055776,1.3796689218913178,0.8288570689573235,51.080000000000005
10000,12.551724137931036,180507.93103448275,197781.87000120388,1.360415529319528,0.8415759013733013,51.07000000000001
10000,13.03448275862069,184128.62068965522,200028.93567193794,1.3411245661004438,0.8532543138203562,51.0
10000,13.517241379310345,187749.3103448276,202406.30497998992,1.3218836139551489,0.8639776376787213,50.81
10000,14.0,191370.0,204899.8785763136,1.3027635101377237,0.8738254780299416,50.36000000000001
